-0.12258313,-0.7763598,-9.248216
-0.12258313,-1.0079057,-9.248216
0.095342435,-1.0079057,-9.248216
-0.013620348,-0.95342433,-9.248216
0.040861044,-1.0079057,-9.248216
0.095342435,-1.0623871,-9.193735
0.14982383,-1.1168685,-9.193735
0.25878662,-1.1168685,-9.302697
0.32688835,-1.1168685,-9.466142
0.38136974,-1.0079057,-9.738548
0.32688835,-0.88532263,-9.79303
0.20430522,-0.95342433,-9.684067
0.20430522,-1.0623871,-9.357179
0.20430522,-1.1168685,-9.084772
0.32688835,-1.1713499,-9.139254
0.43585113,-1.1713499,-9.248216
0.54481393,-1.0623871,-9.520623
0.6537767,-1.0079057,-9.684067
0.6537767,-1.0623871,-9.575105
0.7627395,-1.0623871,-9.520623
0.81722087,-1.0623871,-9.575105
0.7627395,-1.0623871,-9.629586
0.81722087,-0.95342433,-9.684067
0.7082581,-0.8308412,-9.684067
0.5992953,-0.8308412,-9.575105
0.5992953,-0.95342433,-9.357179
0.54481393,-1.0623871,-9.302697
0.54481393,-1.1168685,-9.357179
0.5992953,-1.1168685,-9.41166
0.6537767,-1.0079057,-9.575105
0.7082581,-0.88532263,-9.684067
0.6537767,-0.88532263,-9.520623
0.6537767,-0.88532263,-9.41166
0.7082581,-0.95342433,-9.41166
0.7627395,-1.0079057,-9.302697
0.9942854,-1.0623871,-9.302697
1.1577295,-1.2258313,-9.248216
1.3211738,-1.334794,-9.139254
1.4301366,-1.334794,-9.139254
1.607201,-1.1713499,-9.248216
1.8251266,-0.88532263,-9.357179
1.9885708,-0.8308412,-9.357179
2.2745981,-0.88532263,-9.466142
2.3290794,-0.95342433,-9.520623
2.383561,-0.95342433,-9.575105
2.2201166,-1.0079057,-9.629586
2.383561,-0.88532263,-9.466142
2.669588,-1.0079057,-9.41166
2.8330324,-1.1168685,-9.302697
3.2280223,-0.88532263,-9.030291
3.2825038,-0.88532263,-8.921328
3.2825038,-0.95342433,-9.030291
3.1599207,-1.0623871,-9.030291
3.2280223,-1.1713499,-9.139254
3.2280223,-1.2803127,-9.139254
3.2825038,-1.3892754,-8.812365
3.445948,-1.4982382,-8.648921
3.5004294,-1.7297841,-8.648921
3.5549107,-1.7842655,-8.7034025
3.718355,-1.56634,-8.757884
3.8954194,-1.334794,-8.812365
4.004382,-1.0623871,-8.648921
4.276789,-0.95342433,-8.430995
4.508335,-1.253072,-8.539958
4.8352237,-1.4709976,-8.7034025
5.1076303,-1.7570249,-8.894087
5.1621118,-1.8115063,-8.785124
5.3800373,-1.6480621,-8.3765135
5.3800373,-1.6480621,-7.995144
5.434519,-1.525479,-7.6954966
5.611583,-1.6480621,-7.804459
5.611583,-1.525479,-7.8861814
5.7750273,-1.3075534,-7.6137743
5.992953,-1.1985906,-7.327747
6.1700177,-1.1985906,-7.2187843
6.3334618,-1.3075534,-7.3005066
6.5513873,-1.3620348,-7.3413672
6.782933,-1.4165162,-7.273266
7.000859,-1.3620348,-7.000859
7.1098213,-1.3756552,-6.810174
7.164303,-1.484618,-6.7556925
7.2324047,-1.6480621,-6.619489
7.286886,-1.7025435,-6.510526
7.4503303,-1.7161638,-6.374323
7.6137743,-1.7706453,-6.101916
7.763598,-1.7025435,-6.0201936
7.940663,-1.7570249,-5.965712
8.049625,-1.879608,-5.829509
8.158588,-1.9340894,-5.7750273
8.267551,-1.9885708,-5.5571017
8.390134,-1.879608,-5.339176
8.5944395,-1.8115063,-5.09401
8.757884,-1.7025435,-4.767122
8.853226,-1.6616824,-4.5219555
9.084772,-2.2745981,-4.30403
9.139254,-2.4244218,-4.004382
9.357179,-2.4789033,-3.7864566
9.357179,-2.4925237,-3.5412905
9.302697,-1.7706453,-3.050958
9.248216,-1.4709976,-2.6423476
9.084772,-1.4165162,-2.2745981
9.193735,-1.3756552,-1.9749504
9.139254,-1.484618,-1.8659877
9.139254,-1.6616824,-1.6753027
9.193735,-1.7161638,-1.5118586
9.248216,-1.7706453,-1.3620348
9.466142,-1.7706453,-1.1441092
9.697687,-1.607201,-0.89894295
9.752169,-1.5527196,-0.7899802
9.765789,-1.607201,-0.7627395
9.765789,-1.7161638,-0.6537767
9.833891,-1.8251266,-0.51757324
9.888372,-1.7706453,-0.35412905
9.901993,-1.7297841,-0.27240697
9.738548,-1.7842655,-0.21792556
9.561484,-1.5527196,-0.08172209
9.493382,-1.484618,0.08172209
9.39804,-1.4982382,0.27240697
9.507003,-1.3892754,0.4903325
9.561484,-1.6208214,0.626536
9.670447,-1.6753027,0.6810174
9.956474,-1.6208214,0.7082581
10.010956,-1.56634,0.7627395
9.997335,-1.4437568,0.89894295
9.942854,-1.334794,1.0623871
9.847511,-1.334794,1.2122109
9.847511,-1.2803127,1.3211738
9.874752,-1.2803127,1.4982382
9.874752,-1.334794,1.607201
9.833891,-1.2803127,1.6889231
9.779409,-1.2258313,1.7978859
9.711308,-1.2803127,1.879608
9.711308,-1.2803127,1.9340894
10.337844,-1.6344417,2.070293
10.392325,-1.8523673,2.3426998
10.487668,-1.7297841,2.73769
10.433187,-1.3892754,3.0645783
9.493382,-0.84446156,3.2007818
9.112013,-0.7899802,3.3097446
8.648921,-1.0079057,3.3914666
8.430995,-1.4437568,3.5004294
8.553578,-1.6344417,3.7455957
8.553578,-1.4028958,3.9090397
8.4854765,-1.2258313,4.0452433
8.3765135,-1.2258313,4.1542063
8.322033,-1.4028958,4.195067
8.390134,-1.6889231,4.30403
8.3765135,-1.7978859,4.426613
8.308413,-1.6889231,4.5900574
8.22669,-1.6344417,4.7535014
8.172209,-1.6889231,4.9169455
8.144968,-1.7978859,5.0803895
8.036005,-1.7978859,5.1893525
7.84532,-1.6480621,5.298315
7.559293,-1.3620348,5.5162406
7.2596455,-1.0351465,5.7341666
7.137062,-0.980665,5.952092
7.1098213,-0.980665,6.1700177
7.0553403,-0.8580819,6.2789803
7.082581,-0.8036005,6.3879433
7.0280995,-0.6946377,6.4424243
7.000859,-0.7082581,6.496906
7.000859,-0.7082581,6.66035
6.9191365,-0.7082581,6.782933
6.9191365,-0.7082581,6.9463773
7.000859,-0.667397,7.000859
6.9463773,-0.667397,6.9463773
6.9191365,-0.61291564,6.9599977
7.0280995,-0.55843425,7.014479
7.0553403,-0.5720546,7.014479
7.1098213,-0.6810174,7.1234417
7.0280995,-0.7354988,7.1098213
6.7556925,-0.626536,7.0553403
6.5513873,-0.46309182,7.2324047
6.3334618,-0.40861043,7.2324047
6.2244987,-0.51757324,7.3413672
6.2244987,-0.7354988,7.4911914
6.2517395,-0.84446156,7.5320525
6.197258,-0.6810174,7.641015
6.033814,-0.47671217,7.709117
5.9248514,-0.3677494,7.709117
5.7477865,-0.47671217,7.6954966
5.6933055,-0.6946377,7.749978
5.706926,-0.8036005,7.8861814
5.597963,-0.8580819,7.995144
5.4617596,-0.7491191,7.9679036
5.243834,-0.58567494,7.913422
4.9850473,-0.5992953,7.8861814
4.7535014,-0.5992953,7.8861814
4.6853995,-0.54481393,8.022385
4.7943625,-0.43585113,8.294792
4.807983,-0.3405087,8.430995
4.807983,-0.16344418,8.4854765
4.671779,-0.10896278,8.526338
4.508335,-0.27240697,8.526338
4.467474,-0.35412905,8.5944395
4.467474,-0.35412905,8.648921
4.4538536,-0.3405087,8.689782
4.399372,-0.21792556,8.689782
4.2904096,-0.23154591,8.757884
4.1814466,-0.17706452,8.921328
4.0588636,-0.12258313,8.907707
4.004382,-0.06810174,9.01667
4.0180025,0.08172209,9.193735
3.9090397,0.13620348,9.302697
3.5549107,-0.027240695,9.343558
3.336985,-0.29964766,9.125633
3.3914666,-0.6946377,8.962189
3.5004294,-1.0351465,8.744264
3.6638734,-0.980665,8.744264
3.6093922,-0.8580819,8.853226
3.3914666,-0.6946377,8.907707
3.2280223,-0.6401563,8.907707
3.2688835,-0.6946377,8.798744
3.4323275,-0.6946377,8.744264
3.5276701,-0.6946377,8.894087
3.4731886,-0.6946377,9.112013
3.3233647,-0.6946377,9.180115
3.0373375,-0.53119355,9.234595
2.6968288,-0.3677494,9.00305
2.5197644,-0.3677494,8.894087
2.4789033,-0.32688835,9.193735
2.5333846,-0.25878662,9.41166
2.7513103,-0.38136974,9.329938
2.6423476,-0.20430522,9.166494
2.152015,-0.095342435,9.030291
1.5935807,-0.14982383,9.030291
0.6810174,-0.25878662,9.438901
0.17706452,-0.5992953,9.929234
0.027240695,-0.81722087,10.119919
-0.08172209,-0.7627395,10.119919
-0.14982383,-0.54481393,9.983715
-0.32688835,-0.38136974,9.765789
-0.19068487,-0.32688835,9.847511
-0.3677494,-0.4903325,9.847511
-0.19068487,-0.4903325,9.847511
0.13620348,-0.14982383,9.901993
-0.040861044,-0.14982383,9.929234
0.06810174,-0.25878662,9.820271
0.027240695,-0.38136974,9.738548
-0.24516626,-0.4903325,9.684067
-0.43585113,-0.14982383,9.547864
-0.81722087,0.23154591,9.656827
-1.3620348,0.2860273,9.847511
-1.9749504,0.013620348,9.956474
-2.4380422,-0.54481393,9.874752
-2.669588,-0.939804,9.765789
-2.7104492,-1.0079057,9.629586
-2.6559677,-1.0623871,9.575105
-2.669588,-1.0487667,9.438901
-2.7240696,-1.1032481,9.384419
-2.819412,-1.1168685,9.41166
-3.0373375,-1.0623871,9.084772
-3.2825038,-1.0487667,8.894087
-3.3914666,-1.1577295,8.839605
-3.5821514,-1.2666923,8.635301
-3.8136973,-1.2122109,8.635301
-4.1542063,-1.1985906,8.512717
-4.658159,-1.1985906,8.240311
-5.09401,-1.1985906,8.104107
-5.3119354,-1.0896279,7.8861814
-5.325556,-0.7491191,7.8589406
-5.2165933,-0.53119355,7.749978
-4.930566,-0.58567494,7.559293
-5.1484914,-1.4709976,7.4503303
-5.8839903,-2.4789033,7.327747
-6.782933,-2.982856,7.164303
-7.4911914,-3.1463003,6.973618
-7.5456724,-2.315459,7.0280995
-7.0553403,-1.3484144,7.0553403
-6.3879433,-0.7354988,7.273266
-5.9793324,-0.35412905,7.559293
-6.033814,-0.46309182,7.3958488
-6.605869,-0.89894295,6.891896
-7.3413672,-1.4573772,6.510526
-7.8861814,-1.96133,6.26536
-8.21307,-2.2473574,5.8839903
-8.335652,-2.1247742,5.7477865
-8.335652,-1.7978859,5.6933055
-8.322033,-1.4573772,5.611583
-8.322033,-1.2394516,5.611583
-8.22669,-1.0760075,5.5843425
-8.063246,-0.9670447,5.47538
-7.981524,-0.9670447,5.325556
-8.19945,-1.0215261,5.1076303
-8.499097,-1.0079057,4.971427
-8.60806,-0.8308412,4.862464
-8.907707,-1.0623871,4.5628166
-8.853226,-1.0623871,4.508335
-8.771504,-1.1577295,4.1542063
-9.00305,-1.484618,3.718355
-9.043911,-1.3211738,3.5821514
